repo_name	decision	note	description	topics	language	stars	archived	is_fork	search_names
brigub/analizador-fasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	brigub/analizador-fasta
brigub/gc-fasta	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	brigub/gc-fasta
brucexhuang/convert-fasta	include	metadata indicates biological FASTA use	convert fasta			0.0	0.0	0.0	brucexhuang/convert-fasta
Brunofell/FASTA	exclude	insufficient metadata to establish biological FASTA use	Versão correta do arquivo de envio		Java	0.0	0.0	0.0	brunofell/fasta
brunomaestri/uproteins-tsv2fasta	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	brunomaestri/uproteins-tsv2fasta
brunonevado/fasta2paml	include	repository name indicates FASTA conversion/handling	prepare input files for paml		C++	0.0	0.0	0.0	brunonevado/fasta2paml
bsg258576/FASTA-Sorter-Utility	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	bsg258576/fasta-sorter-utility
buchanae/fastq_to_fasta	include	metadata indicates biological FASTA use			C++	1.0	0.0	0.0	buchanae/fastq_to_fasta
BuildForSDG/FASTA	exclude	metadata indicates unrelated use of FASTA term/acronym	This is the BuildForSDG project for team-002		JavaScript	5.0	0.0	0.0	buildforsdg/fasta
Bukreevaa/Get_consensus_fasta	include	metadata indicates biological FASTA use	A program for obtaining consensus sequences for samples from a given VCF file based on a reference FASTA and a specified frequency threshold.		Python	0.0	0.0	0.0	bukreevaa/get_consensus_fasta
Burnsedia/pydantic-ai-fastapi-fasta2a-fastmcp	exclude	metadata indicates unrelated use of FASTA term/acronym	learning fastapi fastmpc, fasta2a and pydantic ai	ai;fastapi;learning;pydantic-ai;python	Python	0.0	0.0	0.0	burnsedia/pydantic-ai-fastapi-fasta2a-fastmcp
CaileanCarter/EMBLtoFASTA	include	metadata indicates biological FASTA use	Convert EMBL files to FASTA	embl;fasta-format	Python	0.0	0.0	0.0	caileancarter/embltofasta
CaileanCarter/Tabular2FASTA	include	repository name indicates FASTA conversion/handling			Python	0.0	0.0	0.0	caileancarter/tabular2fasta
CAIOAGRO0/FASTA-Furious	include	metadata indicates biological FASTA use	Este é uma tentativa de criar um executável em python para ajudar colegas de laboratório a extrair (subset) informações de um banco de dados de sequências biológicas (proteínas, genes...) no formato *.fasta* com base em uma lista de identificadores das sequências desejadas.		Python	0.0	0.0	0.0	caioagro0/fasta-furious
CamiVazEche/BETTA_STRONGA_FASTA	exclude	insufficient metadata to establish biological FASTA use	CSHL project		Python	0.0	0.0	0.0	camivazeche/betta_stronga_fasta
carloSalda/analisisSARS-CodigoR-FASTA-	include	metadata indicates biological FASTA use	Análisis filogenético del SARS-CoV-2 en 20 países. Comprende la evolución del virus y sus variantes genéticas con visualizaciones en R		R	1.0	0.0	0.0	carlosalda/analisissars-codigor-fasta-
CarlosDanielVegaDragif/TypeFasta	exclude	insufficient metadata to establish biological FASTA use	A competitive typing game with steamworks lobbys of 2-7 players		C#	0.0	0.0	0.0	carlosdanielvegadragif/typefasta
CarolinaBio2/Convertendo-arquivos-GBFF-em-FASTA-com-biopython-	include	metadata indicates biological FASTA use			Jupyter Notebook	0.0	0.0	0.0	carolinabio2/convertendo-arquivos-gbff-em-fasta-com-biopython-
CarolinaBio2/inspecionando-arquivos-FASTA	include	metadata indicates biological FASTA use	inspecionando arquivos FASTA com o biopython		Jupyter Notebook	0.0	0.0	0.0	carolinabio2/inspecionando-arquivos-fasta
CarolinaBio2/inspecionando-arquivos-FASTA-de-genes-e-prote-nas-com-o-biopython	include	metadata indicates biological FASTA use	inspecionando arquivos FASTA de genes e proteínas com o biopython		Jupyter Notebook	0.0	0.0	0.0	carolinabio2/inspecionando-arquivos-fasta-de-genes-e-prote-nas-com-o-biopython
CarolinaBio2/Lendo-e-escrevendo-em-FASTA-com-biopython	include	metadata indicates biological FASTA use			Jupyter Notebook	0.0	0.0	0.0	carolinabio2/lendo-e-escrevendo-em-fasta-com-biopython
carolinaseixas/bioinfo_fasta_tabela	include	metadata indicates biological FASTA use	Cria uma tabela de sequências genômicas com bases separadas a partir de um arquivo fasta		Jupyter Notebook	0.0	0.0	0.0	carolinaseixas/bioinfo_fasta_tabela
carolynhelene/python-fasta	exclude	insufficient metadata to establish biological FASTA use	GCB Academy learning		Python	0.0	0.0	0.0	carolynhelene/python-fasta
carushi/ushffleFasta	include	metadata indicates biological FASTA use	ushffle for Fasta in Python		Python	0.0	0.0	0.0	carushi/ushfflefasta
ccdc-opensource/conan-fasta	exclude	insufficient metadata to establish biological FASTA use		ccdc-3rd-party;conan	Python	0.0	1.0	0.0	ccdc-opensource/conan-fasta
cchang016/python-fasta	exclude	insufficient metadata to establish biological FASTA use	Repo for SciComp workshop		Python	0.0	0.0	0.0	cchang016/python-fasta
CDCgov/CSV2FASTA	include	repository name indicates FASTA sequence handling	A little web tool to help people translate CSVs to FASTA and vice-versa.		HTML	3.0	0.0	0.0	cdcgov/csv2fasta
centrotutorial/ExamenFasta	exclude	insufficient metadata to establish biological FASTA use	Examenes de Fasta 			0.0	0.0	0.0	centrotutorial/examenfasta
cgroza/bamFasta	include	metadata indicates biological FASTA use	Replace FASTA intervals with the sequence of aligned reads from SAM/BAM.		Python	0.0	0.0	0.0	cgroza/bamfasta
Chaaghn/fasta_interact_extract	include	metadata indicates biological FASTA use	Interactive attribute-driven multiple contig extractor		Python	0.0	0.0	0.0	chaaghn/fasta_interact_extract
ChangLiu23UIC/Rust_practice_for_fasta	exclude	insufficient metadata to establish biological FASTA use			Rust	0.0	0.0	0.0	changliu23uic/rust_practice_for_fasta
charleshefer/smk_fasta_deduplication	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	charleshefer/smk_fasta_deduplication
chchch/fasta-to-nexus	include	repository name indicates FASTA conversion/handling	FASTA to NEXUS file converter		CSS	0.0	0.0	0.0	chchch/fasta-to-nexus
CheeseInTrap/FastA	exclude	insufficient metadata to establish biological FASTA use			Java	0.0	0.0	0.0	cheeseintrap/fasta
ChengJchen/Fasta_extracter	include	repository name indicates FASTA sequence handling				0.0	0.0	0.0	chengjchen/fasta_extracter
Chinz1/fasta-app	exclude	insufficient metadata to establish biological FASTA use			Dart	0.0	0.0	0.0	chinz1/fasta-app
choipenguin/fasta	include	metadata indicates biological FASTA use	fasta reading			0.0	0.0	0.0	choipenguin/fasta
chrisrmt/fasta-concat-web	exclude	insufficient metadata to establish biological FASTA use			HTML	0.0	0.0	0.0	chrisrmt/fasta-concat-web
ChristinaMeno/fasta-truncate	include	metadata indicates biological FASTA use	trim sequence descriptions so certain unnamed bio-tools won't barf.		Python	1.0	0.0	0.0	christinameno/fasta-truncate
chusiping/fasta	exclude	insufficient metadata to establish biological FASTA use	命令行快速启动程序及其他		C#	0.0	0.0	0.0	chusiping/fasta
cidinaria/Tabular-to-FASTA	include	repository name indicates FASTA conversion/handling				0.0	0.0	0.0	cidinaria/tabular-to-fasta
cinepost/fasta	exclude	insufficient metadata to establish biological FASTA use			C++	0.0	0.0	0.0	cinepost/fasta
CJFaber/fasta2bit_cl_aws	include	repository name indicates FASTA conversion/handling			C++	0.0	0.0	0.0	cjfaber/fasta2bit_cl_aws
claratejido/FASTQ-FASTA-preprocessor-script	include	metadata indicates biological FASTA use	Implement a python tool that, given a FASTA or FASTQ file, preprocess all the sequences contained in it. The tool has to be able to perform, reverse-complement, trim, and adaptor-removal.		Python	0.0	0.0	0.0	claratejido/fastq-fasta-preprocessor-script
claravazq/QP-recovering-FASTA	include	metadata indicates biological FASTA use	Recovering sequences from the original fastq files based on the bioinformatical analysis 		R	0.0	0.0	0.0	claravazq/qp-recovering-fasta
claricepark/ShuffleFasta	exclude	insufficient metadata to establish biological FASTA use			Java	0.0	0.0	0.0	claricepark/shufflefasta
clarkg/d-fasta-bench	exclude	insufficient metadata to establish biological FASTA use	D submission for http://benchmarksgame.alioth.debian.org/u32/performance.php?test=fasta		D	0.0	0.0	0.0	clarkg/d-fasta-bench
cleberaksenen/manipulador-fasta	include	repository name indicates FASTA sequence handling			Python	1.0	0.0	0.0	cleberaksenen/manipulador-fasta
clodaghmcguire/get-fasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	clodaghmcguire/get-fasta
CMHanna/CopyFasta	exclude	insufficient metadata to establish biological FASTA use	JSFL script to copy library assets from one source Flash document to many target Flash documents		JavaScript	3.0	0.0	0.0	cmhanna/copyfasta
cnhaines/python-fasta	exclude	insufficient metadata to establish biological FASTA use	Repo for SciComp workshop		Python	0.0	0.0	0.0	cnhaines/python-fasta
Coaxecva/GenBank-to-FASTA	include	repository name indicates FASTA sequence handling	Fix to run with python3, originally from https://rocaplab.ocean.washington.edu/tools/genbank_to_fasta/		Python	1.0	0.0	0.0	coaxecva/genbank-to-fasta
codernona/Fasta_scan	exclude	insufficient metadata to establish biological FASTA use			Shell	0.0	0.0	0.0	codernona/fasta_scan
collinmatimbw/laundry_fasta	exclude	insufficient metadata to establish biological FASTA use			Jupyter Notebook	0.0	0.0	0.0	collinmatimbw/laundry_fasta
collinzimm/fasta-fastqFileOperations	include	metadata indicates biological FASTA use			Python	0.0	0.0	0.0	collinzimm/fasta-fastqfileoperations
ComputationalPathogens/fasta_cleaner	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	computationalpathogens/fasta_cleaner
conchoecia/fasta_stats	include	repository name indicates FASTA sequence handling	standalone fasta_stats from Meraculous		C++	4.0	0.0	0.0	conchoecia/fasta_stats
conda-forge/fasta-feedstock	exclude	insufficient metadata to establish biological FASTA use	A conda-smithy repository for fasta.			0.0	0.0	0.0	conda-forge/fasta-feedstock
conda-forge/fasta2a-feedstock	include	repository name indicates FASTA conversion/handling	A conda-smithy repository for fasta2a.			0.0	0.0	0.0	conda-forge/fasta2a-feedstock
conda-forge/jupyterlab-fasta-feedstock	exclude	insufficient metadata to establish biological FASTA use	A conda-smithy repository for jupyterlab-fasta.			0.0	0.0	0.0	conda-forge/jupyterlab-fasta-feedstock
coreymhudson/mcp-fasta	exclude	insufficient metadata to establish biological FASTA use	FASTA Interaction MCP Server		TypeScript	0.0	0.0	0.0	coreymhudson/mcp-fasta
CorinYeatsCGPS/sanitise-fasta	exclude	insufficient metadata to establish biological FASTA use			Go	0.0	0.0	0.0	corinyeatscgps/sanitise-fasta
corporaciontravel21-dot/l4d2-fasta	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	corporaciontravel21-dot/l4d2-fasta
CRAGENOMICA/fasta2tfasta	include	metadata indicates biological FASTA use			Roff	0.0	0.0	0.0	cragenomica/fasta2tfasta
cran/fasta	exclude	insufficient metadata to establish biological FASTA use	:exclamation: This is a read-only mirror of the CRAN R package repository.  fasta — Fast Adaptive Shrinkage/Thresholding Algorithm  		R	0.0	0.0	0.0	cran/fasta
ctb/sourmash_plugin_load_from_fasta	include	metadata indicates biological FASTA use	An experimental plugin to load sketches from a FASTA/FASTQ file with lazy sketching.		Python	2.0	0.0	0.0	ctb/sourmash_plugin_load_from_fasta
Da1suKE66/FastA2V	include	repository name indicates FASTA conversion/handling			Python	0.0	0.0	0.0	da1suke66/fasta2v
daanhaimovich-cmyk/Fasta	exclude	insufficient metadata to establish biological FASTA use	personal trainer connection		TypeScript	0.0	0.0	0.0	daanhaimovich-cmyk/fasta
dagungjaya58-collab/fasta-social	exclude	insufficient metadata to establish biological FASTA use			Batchfile	0.0	0.0	0.0	dagungjaya58-collab/fasta-social
daledsz/FASTA	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	daledsz/fasta
DamienFr/Extract_specific_sequence_from_fasta_or_fastq	include	metadata indicates biological FASTA use			Perl	0.0	0.0	0.0	damienfr/extract_specific_sequence_from_fasta_or_fastq
danielmbsales/fasta_analyzer	include	repository name indicates FASTA sequence handling	Python Notebook - FASTA analysis with chart		Jupyter Notebook	0.0	0.0	0.0	danielmbsales/fasta_analyzer
danielmose/Mose-fasta	exclude	insufficient metadata to establish biological FASTA use			HTML	0.0	0.0	0.0	danielmose/mose-fasta
DanielOlson/clusterm8fasta	include	metadata indicates biological FASTA use	Create uniref fasta clusters using an m8 file		Python	0.0	0.0	0.0	danielolson/clusterm8fasta
dantaki/fastq2fasta	include	metadata indicates biological FASTA use	Convert FASTQ to FASTA with C++		C++	3.0	0.0	0.0	dantaki/fastq2fasta
Daria-bioinf/FASTA	exclude	insufficient metadata to establish biological FASTA use			C#	0.0	0.0	0.0	daria-bioinf/fasta
Dariwala/PBR-predict-FASTA	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	dariwala/pbr-predict-fasta
datalayer/fasta2a	exclude	metadata indicates FASTA algorithm/acronym rather than FASTA format use	🤖 Convert an AI Agent into a A2A server.	a2a;agent;ai	Python	220.0	0.0	0.0	datalayer/fasta2a
daudi4954-lgtm/PRINT-FASTA	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	daudi4954-lgtm/print-fasta
daudi4954-lgtm/PRINTEY-FASTA	exclude	insufficient metadata to establish biological FASTA use			HTML	0.0	0.0	0.0	daudi4954-lgtm/printey-fasta
dbancajas/fasta	exclude	insufficient metadata to establish biological FASTA use	This is a Fast STA timing analysis tool.			0.0	0.0	0.0	dbancajas/fasta
dbopendata/db-fasta-api-java-client	exclude	insufficient metadata to establish biological FASTA use	Java Client for the DB FaSta API - Station Facilities Status		Batchfile	3.0	0.0	0.0	dbopendata/db-fasta-api-java-client
debojyotidasresearch/fasta_fastq_basics	include	metadata indicates biological FASTA use	scripts for manipulating some basic fasta and fastq files		Python	0.0	0.0	0.0	debojyotidasresearch/fasta_fastq_basics
dechavezv/Genes_from_BAM-FASTA	include	metadata indicates biological FASTA use	Get sequences form coordinates of genes in bed file  		Shell	0.0	0.0	0.0	dechavezv/genes_from_bam-fasta
Delvalle-beep/FASTAQ_to_FASTA	include	repository name indicates FASTA conversion/handling	Python script  to convert files with the .fastaq.gz extension to .fasta. 		Python	0.0	0.0	0.0	delvalle-beep/fastaq_to_fasta
DEM3NTION/FASTA2-chess-game-in-haskell	exclude	insufficient metadata to establish biological FASTA use				0.0	0.0	0.0	dem3ntion/fasta2-chess-game-in-haskell
DEM3NTION/fasta3	exclude	insufficient metadata to establish biological FASTA use			HTML	0.0	0.0	0.0	dem3ntion/fasta3
demar01/RP_fasta	exclude	insufficient metadata to establish biological FASTA use			R	0.0	0.0	0.0	demar01/rp_fasta
denissexgp/analizador-fasta	exclude	insufficient metadata to establish biological FASTA use			Python	0.0	0.0	0.0	denissexgp/analizador-fasta
denissexgp/gc-fasta	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	denissexgp/gc-fasta
DenisVerkhoturov/fasta	exclude	insufficient metadata to establish biological FASTA use	Research project		Java	0.0	0.0	0.0	denisverkhoturov/fasta
deprekate/fasta36	include	metadata indicates biological FASTA use	A python port of the fasta36 genomic sequence search code		C	0.0	0.0	0.0	deprekate/fasta36
dericking01/Kazi-Fasta	exclude	metadata indicates unrelated use of FASTA term/acronym	React Native mobile app that lets you find a job of interest	api-rest;expo-cli;react-native	JavaScript	3.0	0.0	0.0	dericking01/kazi-fasta
devan0404/fasta-to-coe-file-converter	include	repository name indicates FASTA sequence handling			Verilog	0.0	0.0	0.0	devan0404/fasta-to-coe-file-converter
devhimd19/multilinefasta_singlelinefasta	include	metadata indicates biological FASTA use	Conversion of multiline-FASTA to singleline-FASTA_Webserver		HTML	0.0	0.0	0.0	devhimd19/multilinefasta_singlelinefasta
dfornika/fasta_abricate_gene_trim	include	repository name indicates FASTA sequence handling			Python	0.0	0.0	0.0	dfornika/fasta_abricate_gene_trim
dhanarajappu456/lady_orchid_database_fasta	include	metadata indicates biological FASTA use	Introductory familiarization of biopython on lady orchid database.fasta from NCBI 		Python	0.0	0.0	0.0	dhanarajappu456/lady_orchid_database_fasta
DIAMARICERDA/secuencia.-fasta	include	metadata indicates biological FASTA use				0.0	0.0	0.0	diamaricerda/secuencia.-fasta
didillysquat/fasta2net	include	repository name indicates FASTA conversion/handling	Haplotypic network creation. Wrapper around various tools to make network creation simpler. Currently in flux.		Python	0.0	0.0	0.0	didillysquat/fasta2net
dileeme/FASTA-read-techniques	include	repository name indicates FASTA sequence handling	all things FASTA			0.0	0.0	0.0	dileeme/fasta-read-techniques
